id,title,body,category,priority,title_length,body_length
35,,Proopsta di manutenzione ordinaria: puliiza account inattivi da lungo periodo. Lista di 3 utenti che non acecdono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. - relativo a  ringraziamo,Amministrazione,bassa,0,281
36,,"Errore di stampa isolato: impossibile stampare la fattura 5900/22. Il sistema genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampaet regolarmente. Il cliente Tomei e figli è in attesa del cartaceo per il ritiro merce. fattura - preventivou",Amministrazione,media,0,288
37,,"Durante l'elaborazione della fattura 7996/21 per il cliente Nibali, Ruggeri e Spinelli e figli, il system aftturazione si è blocacto generando errore SQL_ERROR_1045. L'operazione di registrazione pagamento di 277.03 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-56128. Necessario intervento urgente per sbloccare il processo di fatturazione. verifica - timeout - disponibilità",Amministrazione,alta,0,416
38,,"Mancato allineamento incassi: il bonifico di 1116.71 non rsiulta in contabilità. In banca è presente, ma il modulo magazzino non lo ha importato automaticamente. Necessario inserimento manuael o forzatuar sync per chiudere la posizione del cliente Vasari s.r.l.. Il problema riguarda solo i bonifici di ieri. con memory leak con listino per condizioni commerciali",Amministrazione,media,0,363
39,,"Data entry: modifica scheda informatiav cliente Veneziano, Cavalcanti e Ammaniti e figli. Aggiornamento campi email casaleggioconcetta@ramazzotti.it e referente admin_01. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background. - preventivo condizioni commercialis",Amministrazione,bassa,0,338
40,,"Timeout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo supreiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione.. Segnalato anche  [vedi nota allegata] ",Amministrazione,media,0,291
41,,"L'account operatore_23 risulta bloccato per troppi tentativi di accesso errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro sera. Non è un problema di applicativo generalizzato, solo utenza singola. - negoziazione con listino per sconto",Amministrazione,alta,0,296
42,,"Impossibile allegare PDF al record della fattura 1082/23. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona. con condizioni commerciali con sconto per condizioni commerciali",Amministrazione,media,0,308
43,,"Data entry: modifica scheda informativa cliente Rismondo, Barozzi e Cagnotto Group. Aggiornamenot campi email cirillosquarcione@mascagni-giacometti.org e referente giulia.verdi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in bakcground.",Amministrazione,bassa,0,308
44,,"Nota di update anagrafica per cliente Manunta, Tresoldi e Gotti Group nel sys. ordini. Inseriti dati nuovo referente operatore_23 a puro titolo informativo per il daatbase. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. - relativo a contattare supportoh",Amministrazione,bassa,0,324
45,,URgente completare la registrazione del pagamento per l'ordine ORD-67120 del clietne Olivetti-Francsini e figli. Il sistema mostra error 500 durante l'inserimento dell'importo 598.89 in catalogo. Il bonifico risulta effettuato ma il gestinoale non salva i dati. Blocco critico che impedisce conferma ordine e spedizione merce. Richiesto supporto tecnico immediato. - relativo a cliente,Amministrazione,alta,0,385
46,,"Impossibile allegare PDF al record della ftatura 3958/24. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmente entro fine mese. issue limitato alla funzione di upload, il resto funziona.",Amministrazione,media,0,240
47,,Nota di aggiornamento anagrafica per cliente Tonisto e figli nel applicativo fatzione. Inseriti dati nuovo referente operatore_23 a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Smeplice data entry per tenere ordinato lo storico ocntatti. sincronizzazione - disponibilità - condizioni commerciali,Amministrazione,bassa,0,348
48,,"L'account utente giulia.verdi risulta bloccato dal sys. clienti con bug ""OutOfMemoryError"". L'utente deve urgentmenet accedere per completare l'elaborazione delle fatture per il cliente Alonzi SPA. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino accesso entro in giornata.",Amministrazione,alta,0,369
49,,"Il sistema magazzino non risponde alle richieste di accesso da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 2 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente sviluppo con timeout continui., problema su assistenza con disponibilità",Amministrazione,alta,0,385
50,,"Dsicrepanza IVA su doc estera 7683/24. Il applicativo calcola un importo diverso da quello atteso per il cliente Chigi, Valentino e Nadi Group. Differenza di pochi euro, ma impedisce la validazione contabile. Ricihesta verifica configurazione aliquote nel modulo clienti.",Amministrazione,media,0,271
51,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 9 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routnie. Nessun impatto sugli utenti attivi o sul servizio di produzione. con bug per bug,Amministrazione,media,0,271
52,,"Mancata ricezione notifica approvazione ordine ORD-15391. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la doczione non parte. Verificare code di posta in uscita su ambiente test.",Amministrazione,media,0,225
53,,"Nota di aggiornamento anagrafica per cliente Gibilisco, Tedesco e Nolcini s.r.l. nel sistema client.i Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.c",Amministrazione,bassa,0,306
54,,"Discrepanza IVA su fattura estera 6267/20. Il ssitema calcola un importo diverso da quello atteso per il cliente Tamborini-Baresi Group. Differenza di pochi euro, ma impedsice la validazione contabile. Richiesta check configurazione aliquote nel modulo assistenza. negoziazione - memory leak",Amministrazione,media,0,291
55,,Richiesta estrazione dati statistici su utilizzo licenze Linea loginri. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono.  richiesta esterna per preventivo con negoziazione,Amministrazione,bassa,0,307
56,,"L'account utente giulia.verdi risulta bloccato dal sys reportistica con error ""504"". L'utente deve urg.mente accedere per completaer l'elaborazione delle fatture per il cliente Balotelli-Marinetti e figli. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tech immediato per ripristino access entro entro oggi., problema su non funziona",Amministrazione,alta,0,398
57,,Errore validazione codice fiscale per nuovo cliente Saraceno-Pelli SPA. Il applicativo lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. - sincronizzazioner,Amministrazione,media,0,280
58,,"issue di visualizzazione anagrafica cliente Biagiotti-Majewski e figli. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia assistenza da correggere. login fallito",Amministrazione,media,0,271
59,,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. - relativo a  richiesta esterna preventivo crash - sincronizzazione,Amministrazione,media,0,334
60,,"Nota di aggiornamento anagrafica per cliente Pagnotto, Prati e Lupo Group nel sys fatt.zione. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico conttati. crash sincronizzazionee",Amministrazione,bassa,0,321
61,,"L'account admin_01 risulta bloccato per troppi tentativi di login errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro sera. Non è un issue di sistema generalizzato, solo utenza singola. bug preventivo preventivor",Amministrazione,alta,0,272
62,,"err validazione codice fiscale per nuovo cliente Pederiva, Carli e Barcaccia e figli. Il sys. lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. eNcessario bypassare il controllo o correggere l'algoritmo di validazione.",Amministrazione,media,0,267
63,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 2 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. per ordine urgente,Amministrazione,alta,0,274
64,,"Attività di background: archiviazione documenti storici cliente Zetticci-Monicelli e figli per anno 1989. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operatvia: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.t",Amministrazione,bassa,0,338
65,,"Nota di aggiornamento anagrafica per cliente Fattori, Musatti e Finzi e figli nel sistema catalogo. Inseriti dati nuovo referente damin_01 a puro titolo informativo per il database. Nessuna azione di sincroinzzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.. Segnalato anche emailn",Amministrazione,bassa,0,323
66,,"Data entry: modifica scheda informativa cliente Modiano-Paolucci e figli. Aggiornamento campi email pierangeloricciardi@roncalli-scarponi.it e referente operatore_23. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basos livello, gestibile in background. negoziazione ordine urgente - performance",Amministrazione,alta,0,339
67,,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni ugrenti. Si può procedere gradualmente alla validazione dei record passati. - relativo a gestione,Amministrazione,media,0,288
68,,"Attività di background: archiviazione documenti storici cliente Ortolani-Borromeo SPA per anno 1984. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna rugenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.. Segnalato anche configurazione",Amministrazione,bassa,0,364
69,,"Mancato allineamento incassi: il bonifico di 626.92 non risulta in contaiblità. In banca è presente, ma il modulo magazzino non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Toninelli-Pizzo e figli. Il problema riguarda solo i bonifici di ieri.",Amministrazione,media,0,317
70,,"Mancato allineaemnto incassi: il bonifico di 1181.98 non risulta in contabilità. In banca è presente, ma il modulo vendite non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Toscani-Valentino SPA. Il pb. riguarda solo i bonifici di ier.io",Amministrazione,media,0,310
71,,"Discrepanza IVA su fattura estera 6638/20. Il sistema calcola un importo diverso da quello atteso per il cliente Luna s.r.l.. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo catalogo. cliente",Amministrazione,media,0,262
72,,Proposta di manutenzione ordinaria: pulizia account inattivi da lunog periodo. Lista di 8 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. con disponibilità per timeout,Amministrazione,media,0,285
73,,"Data entry: modifica scheda informativa cliente Alfieri, Puccini e Pisano e figli. Aggiornaemnto campi email uberto48@gaggini.eu e refreente giulia.verdi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background. per errore critico per sconto per listino",Amministrazione,alta,0,327
74,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.",Amministrazione,bassa,0,268
75,,"Errore di stampa isolato: impossibile stampare la fattura 3725/22. Il system genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Finzi, Ferragni e Giradello SPA è in attsea del cartaceo per il ritrio merce. con crash",Amministrazione,media,0,293
76,,"error di stampa isolato: impossibile stampare la doc 7186/22. Il applicativo genrea il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Ruberto, Calarco e Barberini SPA è in attesa del cartaceo per il ritiro merce.u",Amministrazione,media,0,285
77,,"Attività di background: archiviazione documenti storici cliente Zichichi s.r.l. per anno 2000. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sys.. Operazione di manutenzione ordinaria del database. informazioni",Amministrazione,bassa,0,336
78,,"Attività di background: archiviazione documenti storici cliente Botticelli, Salvini e Gibilisco Group per anno 1985. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del system. Operazione di manutenzione ordinaria del database.. Segnalato anche sistema - ordine urgente ordine urgente",Amministrazione,alta,0,404
79,,"Timeout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche rfazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione.",Amministrazione,media,0,251
80,,"err. di stampa isolato: impossibile stampare la fattura 9082/24. Il sistema genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vnegono stampate regolarmente. Il cliente Argentero, Toldo e Ossani e figli è in attesa del cartaceo per il ritiro merce.",Amministrazione,media,0,284
81,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 2 utenti che non accedono da mes.i Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul serviizo di produzione. per sconto con crash,Amministrazione,bassa,0,276
82,,"Durante l'elaborazione della doc 5961/20 per il cliente Luna s.r.l., il sistema catalogo si è bloccato generando error 504. L'operazione di registrazione pagamento di 790.96 non può essere completata. Il cliente atetnde conferma per procedere con l'ordine ORD-45425. Necessario intervento urg. per sbloccare il processo di fatturazione. per crash - preventivo per condizioni commerciali",Amministrazione,alta,0,386
83,,Richiesta estrazione dati statistici su utilizzo licenze Linea Premium. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. con negoziazione per bug,Amministrazione,media,0,281
84,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale. per memory leak memory leak crash",Amministrazione,bassa,0,302
85,,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con errore generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto. per disponibilità performance per errore criticog,Amministrazione,alta,0,273
86,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.",Amministrazione,bassa,0,268
87,,"L'utente mario.rossi segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance dtaabase o rete su mabiente test. email",Amministrazione,media,0,265
88,,"Errore di stampa isolato: impossibile stampare la fat 2109/21. Il sistema genera il PDF correttamente a video, ma li'nvio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Tosto, Buscetta e Lucarelli Group è in attesa del cartaceo per il ritiro merce. richiesta per performance - disponibilità",Amministrazione,media,0,324
89,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo peirodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, sezna impatto attuale. per errore critico preventivoo",Amministrazione,alta,0,299
90,,"Durante l'elaborazione della fattura 7617/23 per il cliente Sabatini, Caboto e Collodi Group, il system magazzino si è bloccato generando errore 502. L'operazione di registrazione pagamento di 241.87 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-30740. Necessario intervento urgent per sbloccare il processo di fatturazione.i",Amministrazione,alta,0,365
91,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale. con condizioni commerciali con negoziazione",Amministrazione,bassa,0,312
92,,Richiesta estrazione dati statistici su utilizzo licenze Linea Premium. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare fofline quando le risorse lo permettono.,Amministrazione,bassa,0,256
93,,"Attività di background: archiviazione documenti storici cliente Soranzo-Papetti SPA per anno 2011. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spaizo. Nessuna urgenza operativa: il task può giraer nei momenti di inattività del sisetma. Operazione di manutenzione ordinaria del databaes., problema su controlloe",Amministrazione,media,0,354
94,,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 7 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. negoziazione - performancet,Amministrazione,bassa,0,283
95,,Malfunzionamento export Excel per report mensile. La generazione del fiel si interrompe a metà con errore generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto.,Amministrazione,media,0,223
96,,"Disrcepanza IVA su fattuar estera 1767/22. Il system calcola un importo diverso da quello atteso per il cliente Ferrata-Staglieno PSA. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione ailquote nel modulo reportistica.",Amministrazione,media,0,267
97,,Nota di aggiornamento anagrafica per cliente Scotto s.r.l. nel system magazzino. Inseriti dati nuovo referente admin_01 a puor titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordintao lo storico contatti. per ordine urgente con errore critico per sconto,Amministrazione,alta,0,329
98,,Proposta di manutenzione oridnaria: pulizia account inattivi da lungo periodo. Lisat di 7 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. condizioni commercialii,Amministrazione,bassa,0,279
99,,"Il sisteam ordini non risponde alle richieste di accesso da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagarfiche clienti e fornitori. Circa 7 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il issue si manifesta in ambiente staging con timeout continui.. Segnalato anche non funziona",Amministrazione,alta,0,366
