id,title,body,category,priority,title_length,body_length
46,Info: statistiche licenze Linea Enterprise,Richeista estrazione dati staitstici su utilizzo licenze Linea Enterprise. Il report esrve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nsesuna scadenza operativa immediata. Elaborazione da frae offline quando le risorse lo permettono.,Amministrazione,bassa,42,259
47,Discrepanza contabile: bonifico 1436.0 non visibile (chiusura bloccata) - performance con negoziazione,"Attività di background: archiviazione documenti storici cilente Pincherle-Proietti SPA per anno 2003. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativ:a il task può girare nei momenti di inattività del system. Operazione di manutenzione ordinaria del database.",Amministrazione,media,102,332
48,Rallentamento fatzione: salvataggio impiega 40 secondi (troppo) con listino sconto con condizioni commerciali,Controllo qualità dtai contabili storici per archivio. check di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrnete e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.,Amministrazione,media,109,263
49,URGENTE: Account bloccato operatore_23 - problem ERR_TIMEOUT su applicativo vendite - timeout con listino,"L'utente operatore_23 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente demo. per timeout",Amministrazione,alta,105,272
50,Manutenzione: pulizia account inattivi - login fallito negoziazione,Propotsa di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 3 utetni che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. condizioni commerciali con listino,Amministrazione,bassa,67,290
51,Bug interfaccia: anagrafica Foa-Infantino e figli illeggibile (campi vuoti) con timeout,"Attività di background: archiviazione documenti storici cliente Foa-Infantino e figli per anno 2022. Si tratta di spostare vecchi file (fatture, contratti) nella'rchivio morto per liberare spazio. Nessuna urgenza operativa: il tsak può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.  help!a",Amministrazione,media,87,340
52,Manutenzione: pulizia account inattivi,"Durante l'elaborazione della fatt. 3232/21 per il cliente Ortolani, Ginavecchio e Duse e figli, il sys fatturazione si è bloccato generando errore 503. L'operazione di registrazione pagamento di 1012.9 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-91182. Necessario intervento urgente per sbloccare il processo di fatturazione. con errore critico per disponibilità",Amministrazione,alta,38,404
53,Mancata notifica: email approvazione persa (processo fermo),Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 7 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,59,255
54,Manutenzione: pulizia account inattivi,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei reocrd passati.,Amministrazione,media,38,266
55,Monitoraggio: log modulo utenti (nessun err) - login fallito,"issue di visualizzazione anagrafica cliente Tron Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Redne difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia reportistica da correggere. negoziazione login fallito",Amministrazione,media,60,270
56,Timeout ricerca: impossibile filtrare fatture > 30 giorni,"Timeout puntuale durante la ircerca aftture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione.",Amministrazione,media,57,251
57,Task: aggiornamento anagrafica pianificato,"Attività di background: archiviazione documenti storici cliente Balotelli SPA per anno 2005. Si trtata di spostare vcechi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il taks può girare nei ommenti di inattività del sys.. Operazione di manutenzione ordinaria del database.",Amministrazione,bassa,42,321
58,Log: inserimento anagrafica Volterra-Sanudo e figli con negoziazione per memory leak,"L'utente mario.rossi segnala lentezza esasperante nel moduol fatutrazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambiente pre-produzione., problema su contratto per memory leaki",Amministrazione,media,84,309
59,Monitoraggio: log modulo utenti (nessun errore),"Impossibile allegare PDF al recodr della fattura 2667/20. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona. crash con disponibilità",Amministrazione,media,47,267
60,Archivio: documentazione storica 1985,Richiesta estrazione dati statistici su utilizzo licenze Linea Basic. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. per login fallito per performance per performance,Amministrazione,bassa,37,304
61,urg.: Account bloccato giulia.verdi - errore 503 su sistema magazzino,"Timeout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione. per performance con listino",Amministrazione,alta,69,279
62,Manutenzione: pulizia account inattivi,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 9 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.i,Amministrazione,bassa,38,256
63,URGENTE: Account bloccato mario.rossi - errore 502 su sistema catalogo,Procedura di bcakup storico: export fatture anno 1975 per archivio sicurezza. Generazione file statico in formato PDF da conseravre esrver-side. Operazione a bassa priorità da accodare ai job ntoturni o weekend. Serve solo per complianec e non per attività correnti. per ordine urgente,Amministrazione,alta,70,285
64,problem stampa: impossibile stampare fattura 2848/21 (cliente aspetta),Proposta di manutenzione ordinaria: pulizia acocunt inattivi da lungo periodo. Lsita di 2 utenti che non accedono da mesi. Attività di igiene del database da schedulare coem task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,media,70,255
65,Backup: storico fatture 1978,Malfunzionamento exoprt Excel per report mensile. La generazione del file si interromep a metà con error generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto.,Amministrazione,media,28,222
66,Discrepanza contabile: bonifico 927.48 non visibile (chiusura bloccata),"Mancato allineamento incassi: il bonifico di 927.48 non risulta in contbailità. In banca è presente, ma il modulo assistenza non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Tedesco, Badoer e Donatoni s.r.l.. Il probelma riguarda solo i bonifici di ieri.i",Amministrazione,media,71,329
67,problem validazione: codice fiscale corretto rifiutato dal sistema,Procedura di abckup storico: export fatture anno 2011 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. - relativo a blocco con crash - sconto,Amministrazione,bassa,66,307
68,Info: statistiche licenze Linea Basic con disponibilità,"L'account giulia.verdi risulta bloccato per troppi tentatvii di accesso errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro sera. Non è un problema di sys generalizzato, solo utenza singoal.",Amministrazione,alta,55,250
69,urg.: Account bloccato admin_01 - errore OutOfMemoryError su sistema ordini per negoziazione negoziazione per memory leak,"Mnacato allineamento incassi: il bonifico di 1191.46 non risulta in contabliità. In banca è presente, ma il modulo ordini non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Pugliese-Luciani Group. Il problema riguarda solo i bonifici di ieri. per timeout",Amministrazione,alta,121,326
70,Log: inserimento anagrafica Gelli SPA,"Monitoraggio passivo dei log modulo gestione utneti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.m",Amministrazione,bassa,37,269
71,Export fallito: report mensile si blocca a metà (serve urgente),Richiesta estrazione dati statistici su utilizzo licenze Linea Basic. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. per memory leak - listino,Amministrazione,alta,63,280
72,Mancata notifica: email approvazione persa (processo fermo) - sincronizzazione,"rErore di stampa isolato: impossibile stampare la fattura 8782/23. Il applicativo genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Scialpi-Castelli e figli è in attesa del cartaceo per il ritiro merce. contattare supporto",Amministrazione,media,78,301
73,Sistema fermo fatturazione non risponde - utenti bloccati su gestione anagrafiche con sincronizzazione,"Mancata ricezione notifica approvazione ordine ORD-22000. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatt.zione non parte. checkre code di posta in uscita su ambiente produzione.",Amministrazione,alta,102,230
74,"Log: inserimento anagrafica Zarlino, Stein e Berrè Group - performance con performance","Nota di update anagrafica per cliente Zarlino, Stein e Berrè Group nel system fatt.zione. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il databas.e Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. - relativo a configurazione",Amministrazione,bassa,86,321
75,Monitoraggio: log modulo utenti (nessun problem),Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 3 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di rouitne. Nessun impatto sugli utenti attivi o sul servizio di produzione. con timeout - errore critico - condizioni commerciali,Amministrazione,alta,48,309
76,problem critico: impossibile completare pagamento ordine ORD-11126,err. validazione codice fiscale per nuovo cliente Cantimori Group. Il sistema lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algortimo di validazione.,Amministrazione,alta,66,251
77,Manutenzione: pulizia account inattivi,Proecdura di backup storico: epxort fatture anno 2006 per archiivo sicurezza. Generazione file staitco in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,38,268
78,Info: statistiche licenze Linea Premium,"Timeout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione., problema su aggiornamento",Amministrazione,media,39,278
79,Export fallito: report mensile si blocca a metà (serve urgente),Procedura di backup storico: export fatture anno 2102 per archivio sicurezza. Generazione file statico in formato XML da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attiviàt correnti.,Amministrazione,alta,63,266
80,Log: inserimento anagrafica Iannotti-Broggini SPA con timeout con disponibilità per condizioni commerciali,"Attività di background: archivaizione documenti storici cliente Iannotti-Broggini SPA per anno 1974. Si tratta di sopstare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza poerativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database. con disponibilità per ordine urgente con sincronizzazionet",Amministrazione,alta,106,391
81,Info: statistiche licenze Linea Pro,"Discrepanza IVA su fattura estera 4865/24. Il system calcola un importo diverso da quello atteso per il cliente Polani Grou.p Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo vendite. - relativo a urgente",Amministrazione,alta,35,274
82,Task: aggiornamento anagrafica pianificato,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 4 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatot sugli utenti attivi o sul servizio di produzione.i,Amministrazione,bassa,42,256
83,Blocco sistema durante elaborazione fattura 8747/22 per Castellitto e figli,"Impossibile allegare PDF al record della fattura 8747/22. Il bottone 'Upload' non risponde o dà error di permessi. Il documento deve essere archiviato digitalmente entro fine mese. pb. limitato alla funzione di upload, il resto funziona.",Amministrazione,media,75,237
84,Info: statistiche licenze Linea Basic,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci osno errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale. - preventivo",Amministrazione,bassa,37,281
85,Archivio: documentazione storica 1973,"Richiesta estrazione dati statistici su utilizzo licenze Linea Enterprise. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono., problema su non funziona",Amministrazione,media,37,285
86,Export fallito: report mensile si blocca a metà (serve urgente) per listino,"Durante l'elaborazione della doc 3342/20 per il cliente Carli, Pacetti e Grimani SPA, il system fatturazione si è bloccato generando errore ERR_CONNECTION_REFUSED. L'operazione di registrazione pagamento di 417.07 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-90665. Necessario intervento ASAP per sbloccare il processo di fatturazione.",Amministrazione,alta,75,376
