id,title,body,category,priority,title_length,body_length
16,err. calcolo IVA: importo errato su doc estera (non validabile),"Data entry: modifica scheda informativa cliente Volterra, Fusani e Trotta SPA. Aggiornamento campi email stefano46@pace-tebaldi.it e referente operatore_23. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background. memory leak per disponibilità - negoziazione",Amministrazione,bassa,63,332
17,"Log: inserimento anagrafica Mastandrea, Bocca e Trotta Group","L'account utente operatore_23 risulta bloccato dal applicativo fatturazione con problem ""503"". L'utente deve urgentmente accedere per completaer l'elaborazione delle fatture per il cliente Mastandrea, Bocca e Trotta Group. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tech immediato per ripristino access entro entro oggi. con errore critico - negoziazionel",Amministrazione,alta,60,424
18,Monitoraggio: log modulo utenti (nessun bug),Richiesta estrazione dati statistici su utilizzo licenze Linea Pro. Il report serve esclusivamente per proiezioni di budget anno prosismo (uso interno). Nessuna scadenza operativa immediaat. Elaborazione da fare fofline quando le risorse lo permettono. performance,Amministrazione,media,44,264
19,Batch: consolidamento dati contabili con memory leak per condizioni commerciali,"Attività di background: archiviazione documenti storici cliente Anguillara-Sforza Group per anno 2019. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. eNssuna urgenza operativa: il task può girare nei momenti di inattività del applicativo. Operazione di manutenzione ordinaria del database.",Amministrazione,bassa,79,338
20,Timeout ricerca: impossibile filtrare fatture > 30 giorni,"Discrepanza IVA su doc estera 8131/23. Il sys calcola un importo diverso da quello atteso per il cliente Contarini Group. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo vendite. con sconto - condizioni commercialir",Amministrazione,media,57,286
21,Funzione rotta: tasto upload PDF non cliccabile,Richiesta estrazione dati statistici su utilizzo licenze Linea accessri. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quanod le risorse lo permettono.,Amministrazione,bassa,47,257
22,Mancata notifica: email approvazione persa (processo fermo) con timeout per sincronizzazione,"Impossibile allegare PDF al record della fat 5908/20. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digtialmente entro fine mese. Probleam limitato alla funzione di upload, il resto funziona.u",Amministrazione,media,92,240
23,Errore validazione: codice fiscale corretto rifiutato dal applicativo con sconto per memory leak,"Problema di visualizzazione anagrafica cliente Berengario Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia vendite da correggere. errore critico - preventivo per errore critico",Amministrazione,alta,96,294
24,Blocco sistema durante elaborazione doc 7508/21 per Toldo-Cerutti s.r.l.,"L'account giulia.verdi risulta bloccato per troppi tentativi di access errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro sera. Non è un pb. di sistema generalizzato, solo utenza singola.o",Amministrazione,alta,72,249
25,Archivio: documentazione storica 1975 per performance listino con ordine urgente,Proposta di manutenzione ordinaria: pulizia cacount inattivi da lungo periodo. Lista di 6 utenti che non accedono da mesi. Attività di igiene del database da schedulare ocme task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione. con memory leak,Amministrazione,alta,80,271
26,Errore validazione: codice fiscale corretto rifiutato dal sistema,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei rtacciati per identificare tredn di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, esnza impatto attuale. con condizioni commerciali - sincronizzazione per condizioni commerciali",Amministrazione,media,65,341
27,Batch: consolidamento dati contabili,"Attività di background: archiviazione documenti storici cliente Montanariello e figli per anno 1990. Si tratta di spostare vecchi file (fattuer, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzioen ordinaria del database. con negoziazione",Amministrazione,bassa,36,349
28,Errore calcolo IVA: importo errato su doc estera (non validabile) - bug con bug,"Mancata ricezione notifica approvazione ordine ORD-94333. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. Verificare code di posta in uscita su ambiente staging.",Amministrazione,media,79,232
29,Archivio: documentazione storica 1976,Richiesta estrazione dati statistici su utilizzo licenze Linea Accessori. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono.. Segnalato anche blocco,Amministrazione,bassa,37,282
30,Discrepanza contabile: bonifico 709.28 non visibile (chiusura bloccata),"Attività di bacgkround: archiviazione documenti storici cliente Bersani e figli per anno 1999. Si tratta di spostare vecchi file (fatture, contratti) nella'rchivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sys. Operazioen di manutenzione ordinaria del database.",Amministrazione,media,71,322
31,Info: statistiche licenze Linea Accessori timeout con crash con listino,Nota di aggiornamento anagrafica per cliente Rusticucci SPA nel sisteam clienti. Inseriti dati nuovo referente giulia.verdi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.r,Amministrazione,media,71,285
32,Export fallito: report mensile si blocca a metà (serve urgente),Malfunzionamento exprot Excel per report mensile. La generazione del file si interrompe a metà con err. generico. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto. bug,Amministrazione,alta,63,225
33,Info: statistiche licenze Linea Premium - disponibilità con crash,Richiesta estrazione dati statistici su utilizzo licenze Linea Premium. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. - relativo a versione,Amministrazione,bassa,65,278
34,err calcolo IVA: importo errato su fattura estera (non validabile),"Tmieout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per 'loperatività quotidiana, serve ottimizzazione. bug",Amministrazione,media,66,255
35,"Log: inserimento anagrafica Paolini, Garzoni e Stein s.r.l. timeout","Mancato allineamento incassi: il bonifico di 135.33 non risulta in contabilità. In banca è presente, ma il modulo catalogo non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Paolini, Garzoni e Stein s.r.l.. Il problema riguarda solo i bonifici di ieri.",Amministrazione,media,67,324
36,err. stampa: impossibile stampare fattura 7423/20 (cliente aspetta) negoziazione,Procedura di backup storico: export fatture anno 2007 per archivio siucrezza. Generazione file statico in formato PDF da conservare server-side. Operazione a bassa priorità da accodare ai job notturin o weekend. Serve solo per compliance e non per attività correnti.. Segnalato anche file,Amministrazione,media,80,288
37,Info: statistiche licenze Linea Premium,Procedura di backup storico: export fatture anno 2005 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.o,Amministrazione,bassa,39,269
38,Backup: storico fatture 1994 con login fallito - disponibilità,Controllo qualità dati contabili storici per archivio. check di routine sulla coerenza dei vecchi movmienti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati.i,Amministrazione,media,62,264
39,Funzione rotta: tasto upload PDF non cliccabile con disponibilità,Proposta di manutenzione ordinari:a pulizia account inattivi da lungo periodo. Lista di 5 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,65,255
40,Timeout ricerca: impossibile filtrare fatture > 30 giorni preventivo - listino,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci soon errori attvii o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.u",Amministrazione,media,78,269
41,Sistema fermo vendite non risponde - utenti bloccati su gestione anagrafiche - negoziazione performance - errore critico,err validazione codice fiscale per nuovo cliente Ricci-Lancisi SPA. Il sistema lo segan come errtao anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. - memory leak - performance,Amministrazione,alta,120,280
42,Info: statistiche licenze Linea Enterprise,Malfunzionamento export Excel per report mensile. La generzaione del file si interrompe a metà con errore generico. I dati a video sono corretti. Serve il file esportato per riunione di domain mattina. Workaround richiesto.n,Amministrazione,media,42,224
43,Backup: storico fatture 1992,Procedura di backup storico: export fatture anno 1992 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.. Segnalato anche file login fallito,Amministrazione,bassa,28,304
44,Discrepanza contabile: bonifico 1327.91 non visibile (chiusura bloccata),"L'account utente operaotre_23 risulta bloccato dal sys. reportistica con errore ""500."" L'utente deev urgentemente accedere per completare l'elaborazione delle fatture per il cliente Mengolo-Giorgetti SPA. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino accesso entro entro 2 ore.t",Amministrazione,alta,72,377
45,Archivio: documentazione storica 2015,"error di stampa isolato: impossibile stampare la doc 4711/24. Il sisteam genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Bellò-Orsini e figli è in attesa del cartaceo per il ritiro merce. - memory leak con errore critico ordine urgente",Amministrazione,alta,37,316
46,Task: aggiornamento anagrafica pianificato,"Data entry: modifica scheda informativa cliente Tarchetti SPA. Agigornamento campi email albericomaderno@porzio.org e referente admin_01. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,42,268
47,Monitoraggio: log modulo utenti (nessun err) errore critico - preventivo,"Mancato allineamento incassi: il bonifico di 1389.89 non risulta in contabilità. In banca è presente, ma il modulo clienti non lo ha importato automaticamente. Necessario inserimento manuale o forzatura sync per chiudere la posizione del cliente Giulietti SPA. Il issue rgiuarda solo i bonifici di ieri. - ordine urgente",Amministrazione,alta,72,320
48,Anomalia visiva: duplicazione righe estratto conto (confusione),"L'acocunt utente operatore_23 risulta bloccato dal sistema catalogo con errore ""OutOfMemoryError"". L'utente deve urgentemente accedere per completare l'elaborazione delle fatture per il cliente Solimena, Gaito e Delle e figli. Il blocco sta impattando le operazioni di chiusura ordini e l'invio docuemnti contabili. Si richiede intervento problemi tecnici immediato per ripristino accesso entro entro 2 ore.r",Amministrazione,alta,63,408
49,"Bug interfaccia: anagrafica Ricci, Samele e Rensi Group illeggibile (campi vuoti) con condizioni commerciali con sincronizzazione",Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con errore generico. I dati a video sono corretti. Serve il fiel esportato per riunione di domani mattina. Workaround richiesto. gestione,Amministrazione,media,129,232
50,Manutenzione: pulizia account inattivi,Proposta di manutenzinoe ordinaria: pulizia account inattivi da lungo periodo. Lista di 4 utenti che non accedono da mesi. Attiivtà di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,38,255
51,Errore stampa: impossibile stampare fattura 2937/20 (cliente aspetta) preventivo,Procedura di backup storico: export fatture anon 1995 per archiivo sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,media,80,268
52,Timeout ricerca: impossibile filtrare fatture > 30 giorni login fallito per listino,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzzaioni, senza impatto attuale.e",Amministrazione,media,83,269
53,Archivio: documentazione storica 1983 condizioni commerciali,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 8 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,60,255
54,Task: aggiornamento anagrafica pianificato ordine urgente con sincronizzazione con timeout,"Data entry: mdoifica scheda informativa cliente Monaco Group. Aggiornamento campi email laurasagese@taccola.org e referente mario.rossi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background. con disponibilitàf",Amministrazione,alta,90,286
55,Archivio: documentazione storica 2019,URgenet completare la registrazione del pagamento per l'ordine ORD-13566 del cliente Innocenti-Nugnes Grou.p Il applicativo mostra bug 503 durante l'inserimento dell'importo 335.53 in assistenza. Il bonifico risulta effettuato ma il gestionale non salva i dati. Blocco critico che impedisce conferma ordine e spedizione merce. Richiesto supporto tecnico immediato. per login fallito,Amministrazione,alta,37,382
56,Anomalia visiva: duplicazione righe estratto conto (confusione),"Impossibile allegare PDF al record della doc 5466/23. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona., problema su aggiornamento timeout condizioni commerciali performance",Amministrazione,media,63,309
57,Mancata notifica: email approvazione persa (processo fermo),"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare ternd di lungo periodo. Non ci soon errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza ipmatto attuale.",Amministrazione,bassa,59,268
58,Archivio: documentazione storica 2024 login fallito condizioni commerciali per ordine urgente,"Discrepanza IVA su fattura estera 9147/20. Il system calcola un importo diverso da quello atteso per il cliente Flaiano, Casaleggio e Pirandello SPA. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta check configurazione aliquote nel modulo magazzino. - bug - sincronizzazione",Amministrazione,alta,93,301
59,Batch: consolidamento dati contabili,oNta di update anagrafica per cliente Boccherini-Desio SPA nel sys. assistenza. Insreiti dati nuovo referente admin_01 a puro titolo informativo per il daatbase. Nessuna azione di sincronizzazione richiesta al momento. Semplice data etnry per tenere ordinato lo storico contatti.. Segnalato anche errore,Amministrazione,media,36,303
60,Monitoraggio: log modulo utenti (nessun problem),Nota di aggiornamento anagrafica per cliente Chechi-Regge s.r.l. nel sistema assistenza. Inseriti dati nuovo referente operatore_23 a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data netry per tenere ordinato lo storico contatti. - disponibilità memory leak,Amministrazione,bassa,48,320
61,Account bloccato: utente mario.rossi fermo (troppi tentativi) con condizioni commerciali con condizioni commerciali,"Impossibile allegare PDF al record della fatt. 9802/24. Il bottone 'Upload' non risponde o dà problem di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzoine di upload, il resto funziona.",Amministrazione,alta,115,242
62,Bug interfaccia: anagrafica Manunta-Ajello s.r.l. illeggibile (campi vuoti) - errore critico per disponibilità,"L'account operatore_23 risulta bloccato per troppi tentativi di acc. errati. Serve bslocco manuale da parte dell'amministratore. L'utente deve completaer l'inserimento oridni entro sera. Non è un issue di sistema generalizzato, solo utenza singola. - memory leak",Amministrazione,alta,110,262
63,Archivio: documentazione storica 1990,"Mancata ricezione notifica approvazione ordine ORD-79533. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la doczione non parte. checkre code di posta in uscita su ambiente porduzione. bug bug",Amministrazione,media,37,236
64,Info: statistiche licenze Linea Accessori,"Data entr:y modifica scheda informativa cliente Siffredi, Grassi e Nadi e figli. Aggionramento campi email annibale35@endrizzi.com e referente operatore_23. Modifica puramente formale per completezza anagrafica. Attività amministartiva standard di basso livello, getsibile in background.. Segnalato anche accesso",Amministrazione,bassa,41,312
65,Anomalia visiva: duplicazione righe estratto conto (confusione),"Attività di background: archiviazione documenti storici cliente Gotti-Tartaglia e figli per anno 2025. Si tratta di spostare vecchi file (fatture, conrtatti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del system. Operazione di manutenzione ordinaria del database. login fallito per crash",Amministrazione,media,63,357
66,err. stampa: impossibile stampare fattura 2755/20 (cliente aspetta) per negoziazione - ordine urgente,"Il sys clienti non risponde alle richieste di access da parte degli utenti amministrativi. Abbaimo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 3 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente pre-produzione con timeout continui.",Amministrazione,alta,101,342
67,Funzione rotta: tasto upload PDF non cliccabile,"Data entry: modifica scheda informativa cliente Marin,i Greco e Calvo SPA. Aggiornamento campi email inzaghigeronimo@trillini-montalti.com e referente admin_01. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,47,291
68,Manutenzione: pulizia account inattivi,"error di stampa isolato: impossibile stampare la fatt. 2323/22. Il sistema genera il PDF correttamente a video, ma l'invio alla stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Vendetti, Bonolis e Montanelli SPA è in attesa del cartaceo per il ritiro merce. analisi",Amministrazione,media,38,292
69,Discrepanza contabile: bonifico 629.78 non visibile (chiusura bloccata),"Discrepanza IVA su fattura estera 7403/21. Il sys. calcola un importo diverso da quello atteso per il cliente Piovani, Rinaldi e Venditti Group. Differenza di pochi eur,o ma impedisce la validazione conatbile. Richiesta verifica configurazione aliquote nel modulo reportistica. sconto per negoziazioned",Amministrazione,media,71,302
70,Batch: consolidamento dati contabili per performance,"Data entry: modifica scheda informativa cliente Scandone SPA. Aggiornamento campi email maurizioguariento@bresciani-parpinel.it e referente giulia.verdi. Modifica puramente formale per completezza anagrafica. Attività amministrativa stnadard di basso livello, gestibile in background.",Amministrazione,bassa,52,284
71,Archivio: documentazione storica 1990,Proposta di manutenzione ordinaria: pulizia account inattivi da lungo periodo. Lista di 8 utenti che non accedono da mesi. Attività di igiene del database da schedulare come task di routine. Nessun impatto sugli utenti attivi o sul servizio di produzione.,Amministrazione,bassa,37,255
72,Anomalia visiva: duplicazione righe estratto conto (confusione) - login fallito bug,Controllo qualità dati contabili storici per archivio. Verifica di routine sulla coerenza dei vecchi movimenti di anni passati. Non blocca nessuna attività corrente e non richiede correzioni urgenti. Si può procedere gradualmente alla validazione dei record passati. documento,Amministrazione,media,83,276
73,Monitoraggio: log modulo utenti (nessun bug),"Data entry: modifica scheda informativa cliente Sbarbaro-Franzese s.r.l.. Aggiornamento campi email grecocamilla@trotta.com e referente mario.rossi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,media,44,279
74,Timeout ricerca: impossibile filtrare fatture > 30 giorni per errore critico ordine urgente,"Attività di background: archiviazione documenti storici cliente Boaga, Marcacci e Pontecorvo SPA per anno 1972. Si tratta di spostare vechci file (fatture, contratti) nell'acrhivio morto per liberare sapzio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sys.. Operazione di manutenzione ordinaria del database.",Amministrazione,alta,91,340
75,Backup: storico fatture 2021 sincronizzazione,URgente completaer la registrazione del pagamento per l'ordine ORD-81597 del cliente Ferraris-Amato e figli. Il applicativo mostra problem 502 durante l'inserimento dell'importo 1289.11 in ordini. Il bonifico risulta effettuato ma il gestionale non salva i dati. Blocco critico che impedisce conferma ordine e spedizione merce. Richiesto supporto tecnico immediato. - condizioni commerciali per preventivo,Amministrazione,alta,45,405
76,Account bloccato: utente mario.rossi fermo (troppi tentativi) - memory leak,"Monitoraggio passivo dei log modulo gestioen utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.s",Amministrazione,alta,75,269
77,"Blocco sys. durante elaborazione fattura 2597/20 per Conti, Crespi e Cabrini SPA",Procedura di backup stroico: export fatture anno 2003 per archivio sicurezza. Generazione fiel statico in formato CSV da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.,Amministrazione,bassa,80,266
78,Export fallito: report mensile si blocca a metà (serve urgente),"Attività di background: archiviazione documenti storici cliente Napolitano, Tosi e Proietti e figli per anno 1979. Si tratta di spostare vecchi file (fatture, contratit) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database.",Amministrazione,alta,63,346
79,Archivio: documentazione storica 1994 con timeout con sincronizzazione,"Durante l'elbaorazione della fattura 5639/21 per il cliente Cremonesi-Pininfarina e figli, il system catalogo si è bloccato generando errore 502. L'operazione di registrazione pagmaento di 95.37 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-3972.3 Necessario intervento ASAP per sbloccare il processo di fatturazione. per negoziazione",Amministrazione,alta,70,374
80,Backup: storico fatture 1983 listino - preventivo condizioni commerciali,Procedura di backup storico: exoprt fatture anno 1983 per archivio sicurezza. Generazione file statico in formato XML da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. - disponibilità,Amministrazione,bassa,72,282
81,Errore calcolo IVA: importo errato su fat estera (non validabile),Ntoa di update anagrafica per cliente Ramazzotti-Maderna SPA nel applicativo magazzino. Inseriti dati nuovo referente mario.rossi a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti.,Amministrazione,media,65,290
82,Timeout ricerca: impossibile filtrare fatture > 30 giorni,"L'utente operatore_23 segnala lentezza esasperante nel modulo fatturazione. Il salvataggio di ogni fattura impiega 30-40 secondi. Non è un blocco totale, ma dimezza la produttività dell'ufficio. Necessaria verifica performance database o rete su ambinete pre-produzione. - ordine urgente con sincronizzazione",Amministrazione,alta,57,308
83,Monitoraggio: log modulo utenti (nessun errore),"Impossibile allegare PDF al record della doc 8381/22. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmente entro fine mese. Problema limitato alla funzione di upload, il resto funziona.",Amministrazione,media,47,239
84,Task: aggiornamento anagrafica pianificato,"Duplicazione righe in visualizzazione estratto conto Maffei, Luria e Lamborghini SPA. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un problem visivo che confonde gli operatori. Richiesta pulizia della view nel modulo ordini. - relativo a IMPORTANTE - condizioni commerciali con memory leak",Amministrazione,bassa,42,330
85,Errore validazione: codice fiscale corretto rifiutato dal sistema,"Problema di visualizzazione anagrafica cliente Rosselli Group. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. Rende difficile contattare il cliente per solleicto pagamenti. Bug dell'interfaccia assistenza da correggere. per performance - timeout crashp",Amministrazione,media,65,281
86,"Log: inserimento anagrafica Iacobucci, Bembo e Comisso Group","Duplicazione righe in visualizzazione estratto conto Iacobucci, Bembo e Comisso Group. Le fatture appaiono due volte nella lista a video. Il saldo fniale è corretto, è solo un errore visivo che confonde gli operatori. Richiesta pulizia della view nel modulo clienti., problema su modulo performance disponibilità con listino",Amministrazione,media,60,324
