id,title,body,category,priority,title_length,body_length
55,,"Duplicazione righe in visualizzazione estratto conto Tebaldi, Pedrazzini e Parri Group. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un bug visivo che confnode gli operatori. Richiesta pulizia della view nel modulo cataloog.. Segnalato anche versione per ordine urgente",Amministrazione,alta,0,310
56,,"Mancaat ricezione notifica approvazione ordine ORD-86145. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatzione non parte. checkre code di posta in uscita su ambiente demo., problema su contattare supportoc",Amministrazione,media,0,256
57,,"Data entry: modifica scheda informativa cliente Ficino, Filzi e Marazzi s.r.l.. update campi email atenulf99@filangieri.eu e referente operatore_23. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.t",Amministrazione,bassa,0,280
58,,"Timeout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione.",Amministrazione,media,0,251
59,,"Discrepanza IVA su fat estera 6757/24. Il sistema calcola un importo diverso da quello atteso per il cliente Montanari, Balotelli e Borzomì Group. Difefrenza di pochi euro, ma impedisce la validazione contabile. Richiesta vreifica configurazione aliquote nel modulo reportistica.",Amministrazione,media,0,279
60,,Procedura di backup storico: export fatture anno 1970 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per cmopliance e non per attività correnti.,Amministrazione,bassa,0,268
61,,"Duplicazione righe in visualizzazione estratto conto Trillini, Sorrentino e Cicala s.r.l.. Le fatture appaiono due volte nella lista a video. Il saldo finale è corretto, è solo un errore visivo che confonde gli operator.i Richiesta pulizia della view nel modulo assistenza. per timeout",Amministrazione,media,0,285
62,,"Impossibile allegare PDF al record della fattura 4427/20. Il bottone 'Upload' non risponde o dà errore di permessi. Il documento deve essere archiviato digitalmente entro fine mese. pb limitato alla fnuzione di upload, il resto funziona. con disponibilità per preventivo",Amministrazione,media,0,270
63,,"Nota di aggiornamento anagrafica per cliente Sgalambro-Lovato SPA nel sys fatturazione. Inseriti dati nuovo referente admin_01 a puro titolo informativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinaot lo storico contatti., problema su informazioni - listino per login fallito",Amministrazione,media,0,341
64,,"Data entry: modifica scheda informativa cliente Littizzetto-Ferrante e figli. Aggiornamento campi email czetticci@caffarelli.net e referente giulia.verdi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,0,285
65,,"Errore validazione cdoice fiscale per nuovo cliente Tamburini, Marino e Marconi e figli. Il system lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazioen. - crash per performance - login fallitoa",Amministrazione,media,0,313
66,,"Data entry: modifica scheda informativa cliente Viola SPA. update campi email piersanti59@tartini.it e referente admin_01. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background., problema su ambiente sincronizzazione condizioni commercialie",Amministrazione,media,0,316
67,,"Attività di background: archiviazione documenti storici cliente Gagliano-Comisso SPA per anno 1993. Si tratta di spostare vecchi file (fatture, contratti) nell'archivio morto per liberare spazio. Nessuna urgenza operativa: il task può girare nei momenti di inattività del sistema. Operazione di manutenzione ordinaria del database. con login fallito sconto",Amministrazione,bassa,0,356
68,,"Discrepanza IVA su fatt. estera 1569/21. Il system calcola un importo diverso da quello atteso per il cliente Avogadro, Verdone e Galeati SPA. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta check configurazione aliquote nel modulo clienti. - performancei",Amministrazione,media,0,282
69,,"Monitoraggio passivo dei log mdoulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identificare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale. - login fallito errore critico - errore critico",Amministrazione,alta,0,316
70,,"Nota di aggiornmaento aangrafica per cliente Trussardi, Scarfoglio e Spinelli s.r.l. nel sistema magazzino. Inseriti dati nuovo referente giulia.verdi a puro titolo infomrativo per il database. Nessuna azione di sincronizzazione richiesta al momento. Semplice data entry per tenere ordinato lo storico contatti. - sincronizzazione per sincronizzazione crash",Amministrazione,bassa,0,357
71,,"L'account operatore_23 risulta bloccato per troppi tentativi di accesso errati. Serve sblocco manuale da parte dell'maministratore. L'utente deve completare l'inserimetno ordini entro sera. Non è un problema di system generalizzato, solo utenza singola. per errore critico timeout per performancec",Amministrazione,alta,0,297
72,,"Durante l'elaborazione della fat 5030/20 per il cliente Carpaccio-Marazzi s.r.l., il applicativo vendite si è bloccato generando problem ERR_TIMEOUT. L'operazione di registrazione pagamento di 1061.57 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-11243. Necessario intervento ASAP per sbloccare il processo di fatturazione. per sconto con crasht",Amministrazione,alta,0,385
73,,"Mancata ricezione notifica approvazione ordine ORD-47443. Il responsabile ha approvato, ma l'email non è arrivata all'amministrazione. Senza notifica la fatturazione non parte. checkre code di posta in uscita su ambiente produzione. - relativo a aggiornamentot",Amministrazione,media,0,260
74,,Richiesta estrazione dati statistici su utilizzo licenze Linea Accessori. Il report sevre esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono. sconto per preventivo,Amministrazione,bassa,0,280
75,,Richiesta estrazione dati statistici su utilizzo licenze Linea Pro. Il report sreve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono.,Amministrazione,bassa,0,252
76,,err validazione codice fiscale per nuovo cliente Vigorelli-Roncalli s.r.l.. Il applicativo lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. con bug per timeout con disponibilità,Amministrazione,media,0,302
77,,"Timeout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazione. per disponibilità memory leak",Amministrazione,media,0,281
78,,"Durante l'elaborazione della doc 4172/22 per il cliente Malatesta-Romagnoli s.r.l., il sistema vendite si è bloccato generando err. 502. L'poerazione di registrazione pagamenot di 16.72 non può essere completata. Il cliente attende conferma per procedere con l'ordine ORD-18838. Necessario intervento urgente per sbloccare il procesos di fatturazione.",Amministrazione,alta,0,351
79,,"Errore validazoine codice fiscale per nuovo cliente Trotta, Marconi e Balla e figli. Il system lo segna come errato anche se è formalmente valido. Impedisce il salvataggio della scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione. - relativo a gestionei",Amministrazione,media,0,291
80,,"Problema di visualizzazione anagrafica cliente Leonardi, Aporti e Pizzetti e figli. Alcuni campi (telefono, indirizzo) appaiono vuoit anche se popolati nel DB. Rende difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia clienti da correggere.",Amministrazione,media,0,266
81,,Procedura di backup storico: export fatture anno 1998 per archivio sicurezza. Generazione file statico in formato XML da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. con memory leak,Amministrazione,bassa,0,282
82,,"Richiesta estrazione dati statistici su utilizzo licenze Linea Basic. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le risorse lo permettono., problema su  cc: direttore",Amministrazione,media,0,282
83,,"err di stampa isolato: impossibile stampare la fattura 1857/24. Il system genera il PDF correttamente a video, ma l'invio lala stampante fallisce. Altre fatture vengono stampate regolarmente. Il cliente Morsei, Franzese e Pizzetti Group è in attesa del cartaceo per il ritiro merce. - listino con crash",Amministrazione,media,0,302
84,,Procedura di bacukp storico: export fatture anno 2020 per archivio sicurezza. Generazione file statico in formato PDF da ocnservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti. con sincronizzazione,Amministrazione,bassa,0,287
85,,"Mancaot allineamento incassi: il bonifico di 369.11 non risulta in contabilità. In banca è presente, ma il modulo ordini non lo ha importato automaticamente. Necessario inserimento manuale o ofrzatura sync per chiudere la posizione del cliente Martucci-Paltrinieri SPA. Il prolbema riguarda solo i bonifici di ieir. - relativo a gestione per errore critico con sincronizzazione per performances",Amministrazione,alta,0,394
86,,"Il sistema magazzino non risponde alle richieste di acc. da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 7 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente sviluppo con timeout continui.",Amministrazione,alta,0,340
87,,err validazione codice fiscale per nuovo cliente Bongiorno e figli. Il sistema lo segna come errato anche se è formalmente valido. Impedisce il salvataggio delal scheda cliente. Necessario bypassare il controllo o correggere l'algoritmo di validazione.,Amministrazione,media,0,252
88,,"Monitoraggio passivo dei log modulo gestione utenti per statistiche utilizzo. Analisi a posteriori dei tracciati per identifciare trend di lungo periodo. Non ci sono errori attivi o malfunzionamenti. Attività di studio per future ottimizzazioni, senza impatto attuale.f",Amministrazione,bassa,0,269
89,,"Problema di visualizzazione anagrafica cliente Loredan-Goldoni e figli. Alcuni campi (telefono, indirizzo) appaiono vuoti anche se popolati nel DB. eRnde difficile contattare il cliente per sollecito pagamenti. Bug dell'interfaccia vendite da correggere.. Segnalato anche contratto con sincronizzazione per sconto per bug",Amministrazione,media,0,321
90,,"Timeout puntuale durante la ricerca fatture per data. La query va in errore solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto socmodo per l'operatività quotidiana, serve ottimizzazione. con condizioni commerciali per sconto",Amministrazione,media,0,289
91,,"Data entry: modifica scheda informativa cliente Pininfarina-Coppola e figli. update campi email ycasagrande@cimini.com e referente giulia.verdi. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,0,275
92,,"Discrepanza IVA su fattura estera 2328/23. Il sistema clacola un importo diverso da quello atteso per il cliente Prodi s.r.l.. Differenza di pochi euro, ma impedisce la validazione contabile. Richiesta verifica configurazione aliquote nel modulo fatturazione.",Amministrazione,media,0,259
93,,"Il sistema clienti non risponde alle richieste di accesso da parte degli utenti amministrativi. Abbiamo la produzione ferma: impossibile gestire le anagrafiche clienti e fornitori. Circa 2 utenti bloccati, nessuno riesce ad accedere alle funzionalità di gestione documenti. Il problema si manifesta in ambiente produzione con timeout continui.v",Amministrazione,alta,0,344
94,,"L'account utente mario.rossi risulta bloccato dal sistema ordini con errore ""502"". L'utente deve urgentemente accedere per copmletare l'elaborazione delle fatture per il cliente Conti s.r.l.. Il blocco sta impattando le operazioni di chiusura ordini e l'invio documenti contabili. Si richiede intervento tecnico immediato per ripristino access entro entro oggi.",Amministrazione,alta,0,361
95,,Richiesta estrazione dati statistici su utilizzo licenze Linea Enterprise. Il report serve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuna scadenza operativa immediata. Elaborazione da fare offline quando le rsiorse lo permettono. con listinos,Amministrazione,bassa,0,272
96,,"Timeout puntuale durante la ricerca fatture per data. La query va in erorre solo se si seleziona un intervallo superiore a 30 giorni. Costringe gli operatori a fare ricerche frazionate. Molto scomodo per l'operatività quotidiana, serve ottimizzazinoe.",Amministrazione,media,0,251
97,,Malfunzionamento export Excel per report mensile. La generazione del file si interrompe a metà con err geneirco. I dati a video sono corretti. Serve il file esportato per riunione di domani mattina. Workaround richiesto.,Amministrazione,media,0,220
98,,"Data entry: modifica shceda informativa cliente Bixio e figli. Aggiornamento campi email lcanevascini@tedesco-scarpetta.com e referente operatore_23. Modifica puramente formale per completezza anagrafica. Attività amministrativa standard di basso livello, gestibile in background.",Amministrazione,bassa,0,280
99,,Procedura di backup storico: export fatture anno 2016 per archivio sicurezza. Generazione file statico in formato Excel da conservare server-side. Operazione a bassa priorità da accodare ai job notturni o weekend. Serve solo per compliance e non per attività correnti.t,Amministrazione,bassa,0,269
100,,"L'account operatore_23 risulta bloccato per troppi tentativi di accesso errati. Serve sblocco manuale da parte dell'amministratore. L'utente deve completare l'inserimento ordini entro sera. Non è un problema di sys. generalizzato, solo utenza singola.",Amministrazione,alta,0,251
101,,Richiesta estarzione dati statistici su utilizzo licenze iLnea Accessori. Il report sreve esclusivamente per proiezioni di budget anno prossimo (uso interno). Nessuan scadenza operatvia imemdiata. Elaborazione da fare offline quando le risorse lo permettono.,Amministrazione,bassa,0,258
